"Label","URL"," Label Weight","Esemble Weight","ML Weight"
"multicates classification","https://www.researchgate.net/publication/279834535_Ensemble_learning_methods_for_decision_making_Status_and_future_prospects","0","0","0"
"train validity test","https://machinelearningmastery.com/train-final-machine-learning-model/","0","0","0"
"train validity test","https://machinelearningmastery.com/how-to-create-a-random-split-cross-validation-and-bagging-ensemble-for-deep-learning-in-keras/","0","0","0"
"train validity test","https://www.analyticsvidhya.com/blog/2017/02/40-questions-to-ask-a-data-scientist-on-ensemble-modeling-techniques-skilltest-solution/","0","171","27"
"train validity test","http://www.ritchieng.com/machine-learning-cross-validation/","0","2","18"
"train validity test","http://blog.kaggle.com/2016/12/27/a-kagglers-guide-to-model-stacking-in-practice/","0","0","13"
"train validity test","https://stxnext.com/blog/2018/09/04/machine-learning-ensemble-models-python/","0","34","17"
"train validity test","https://towardsdatascience.com/a-comprehensive-machine-learning-workflow-with-multiple-modelling-using-caret-and-caretensemble-in-fcbf6d80b5f2","0","14","34"
"train validity test","https://towardsdatascience.com/ensemble-methods-bagging-boosting-and-stacking-c9214a10a205","0","120","21"
"train validity test","https://www.toptal.com/machine-learning/ensemble-methods-machine-learning","0","34","27"
"train validity test","http://docs.h2o.ai/h2o/latest-stable/h2o-docs/automl.html","0","10","13"
"classifier lobe","https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4172935/","0","31","9"
"classifier lobe","https://www.ncbi.nlm.nih.gov/pubmed/29075561","0","1","11"
"classifier lobe","https://ieeexplore.ieee.org/document/8389033/","0","8","2"
"classifier lobe","https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0062819","0","4","47"
"classifier lobe","https://www.frontiersin.org/articles/251654","0","1","25"
"classifier lobe","https://www.researchgate.net/publication/273668112_Classification_of_Electroencephlography_EEG_Alcoholic_and_Control_Subjects_using_Machine_Learning_Ensemble_Methods","0","0","0"
"classifier lobe","https://dl.acm.org/citation.cfm?id=2064223","0","0","0"
"classifier lobe","http://article.sapub.org/10.5923.j.bioinformatics.20170701.01.html","0","26","17"
"confidence estimations","https://e-nns.org/icann2017/index.php/conference-programme/special-sessions/","1","1","8"
"confidence estimations","https://www.researchgate.net/publication/333207440_CNN-based_Cost_Volume_Analysis_as_Confidence_Measure_for_Dense_Matching","0","0","0"
"confidence estimations","https://openreview.net/pdf?id=BJeB5hVtvB","0","0","0"
"confidence estimations","https://arxiv.org/pdf/1805.10982","0","0","0"
"confidence estimations","https://arxiv.org/pdf/1711.01468","0","0","0"
"confidence estimations","http://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.65.9584&rep=rep1&type=pdf","0","0","0"
"decision makers","https://mlwave.com/human-ensemble-learning/","3","44","11"
"decision makers","https://link.springer.com/10.1007%2F978-0-387-30164-8_252","1","21","12"
"decision makers","https://www.researchgate.net/publication/3432431_Polikar_R_Ensemble_based_systems_in_decision_making_IEEE_Circuit_Syst_Mag_6_21-45","0","0","0"
"decision makers","https://insidebigdata.com/2014/12/18/ask-data-scientist-ensemble-methods/","0","0","0"
"decision makers","https://arxiv.org/pdf/1706.10208","0","3","0"
"decision makers","https://www.researchgate.net/publication/296342438_Ensemble_machine_learning_Methods_and_applications","0","0","0"
"complementary informations","https://arxiv.org/pdf/1904.03692","0","0","0"
"complementary informations","https://tel.archives-ouvertes.fr/tel-02045873/document","0","0","0"
"complementary informations","http://biorxiv.org/cgi/reprint/139287v3","0","0","0"
"complementary informations","https://dl.acm.org/citation.cfm?id=1819129","0","0","0"
"complementary informations","https://www.researchgate.net/publication/315814546_FusioNet_A_Two-Stream_Convolutional_Neural_Network_for_Urban_Scene_Classification_using_PolSAR_and_Hyperspectral_Data","0","0","0"
"complementary informations","https://www.researchgate.net/publication/332300937_Unsupervised_Domain_Adaptation_for_Multispectral_Pedestrian_Detection","0","0","0"
"possible decision","https://www.slideshare.net/abhishekvijayvargia/decision-tree-softmax-regression-and-ensemble-methods-in-machine-learning","2","309","53"
"possible decision","https://www.hackerearth.com/practice/machine-learning/machine-learning-algorithms/ml-decision-tree/tutorial/","1","1","33"
"possible decision","https://ieeexplore.ieee.org/document/7340924/","1","17","5"
"possible decision","https://www.researchgate.net/publication/279834535_Ensemble_learning_methods_for_decision_making_Status_and_future_prospects","0","0","0"
"possible decision","https://link.springer.com/10.1007%2F978-0-387-30164-8_252","0","21","12"
"possible decision","https://www.sciencedirect.com/topics/computer-science/ensemble-learning","0","1","0"
"high cnfidence","https://arxiv.org/pdf/1704.01664","0","3","0"
"high cnfidence","http://www.scholarpedia.org/article/Ensemble_learning","0","91","9"
"high cnfidence","http://www.scholarpedia.org/article/Ensemble_learning#Introduction","0","91","9"
"high cnfidence","http://www.scholarpedia.org/article/Ensemble_learning#History","0","91","9"
"high cnfidence","http://www.scholarpedia.org/article/Ensemble_learning#Commonly_used_ensemble_learning_algorithms","0","91","9"
"high cnfidence","http://www.scholarpedia.org/article/Ensemble_learning#Ensemble_combination_rules","0","91","9"
"high cnfidence","https://medium.com/ml-research-lab/ensemble-learning-relation-with-bias-and-variance-431cdc0a3fc9","0","70","18"
"high cnfidence","https://www.aaai.org/ocs/index.php/WS/AAAIW16/paper/download/12590/12403","0","2","0"
"separate subsets","https://stats.stackexchange.com/questions/399848/multi-view-survival-analysis","3","16","4"
"separate subsets","https://dev.to/swyx/supervised-learning-ensemble-learning-lim","1","44","4"
"separate subsets","https://www.verypossible.com/blog/machine-learning-algorithms-decision-trees","1","2","23"
"separate subsets","https://raypeng.github.io/DGBDT/proposal.html","1","5","2"
"separate subsets","https://dl.acm.org/citation.cfm?id=3205455.3205638","0","0","0"
"separate subsets","https://www.academia.edu/888537/A_class-specific_ensemble_feature_selection_approach_for_classification_problems","0","11","21"
"separate subsets","https://www.researchgate.net/publication/283980717_Multi-view_ensemble_learning_An_optimal_feature_set_partitioning_for_highdimensional_data_classification","0","0","0"
"separate subsets","https://www.sciencedirect.com/science/article/pii/S0160412019304404","0","0","0"
"separate subsets","https://etd.auburn.edu/xmlui/bitstream/handle/10415/1659/Thesis%20%28Final%20Draft%29.pdf.txt?sequence=2&isAllowed=y","0","83","29"
"diverse ensembles","https://dl.acm.org/citation.cfm?id=1015385","0","0","0"
"diverse ensembles","http://www.iosrjournals.org/iosr-jce/papers/vol1-issue4/D0142732.pdf?id=2155","0","0","0"
"diverse ensembles","https://arxiv.org/abs/1511.06314","0","14","1"
"diverse ensembles","https://www.researchgate.net/publication/2834680_In_Constructing_Diverse_Classifier_Ensembles_using_Artificial_Training_Examples","0","0","0"
"ensemble members 1. majority","https://towardsdatascience.com/simple-guide-for-ensemble-learning-methods-d87cc68705a2","0","96","17"
"ensemble members 1. majority","https://blog.statsbot.co/ensemble-learning-d1dcd548e936","0","91","26"
"ensemble members 1. majority","https://en.wikipedia.org/wiki/Ensemble_learning","0","110","42"
"ensemble members 1. majority","https://www.analyticsvidhya.com/blog/2015/09/questions-ensemble-modeling/","0","114","18"
"ensemble members 1. majority","http://www.scholarpedia.org/article/Ensemble_learning","0","91","9"
"ensemble members 1. majority","https://www.datacamp.com/community/tutorials/ensemble-learning-python","0","144","27"
"ensemble members 1. majority","https://link.springer.com/10.1007%2F978-0-387-30164-8_252","0","21","12"
"decision trees","https://medium.com/@ml.at.berkeley/machine-learning-crash-course-part-5-decision-trees-and-ensemble-models-dcc5a36af8cd","85","60","24"
"decision trees","https://towardsdatascience.com/ensemble-methods-in-machine-learning-what-are-they-and-why-use-them-68ec3f9fef5f?sa=X&ved=2ahUKEwjigprU1sbmAhVdyIsBHdd5Ca0Q9QF6BAgLEAI","18","47","22"
"decision trees","https://towardsdatascience.com/ensemble-methods-in-machine-learning-what-are-they-and-why-use-them-68ec3f9fef5f","18","47","22"
"decision trees","http://scikit-learn.org/stable/modules/ensemble.html","13","281","8"
"decision trees","https://towardsdatascience.com/decision-tree-ensembles-bagging-and-boosting-266a8ba60fd9","10","19","11"
"decision trees","https://www.analyticsvidhya.com/blog/2018/06/comprehensive-guide-for-ensemble-models/","7","158","25"
"decision trees","https://en.wikipedia.org/wiki/Ensemble_learning","7","110","42"
"decision trees","https://blog.statsbot.co/ensemble-learning-d1dcd548e936","2","91","26"
"decision trees","https://machinelearningmastery.com/bagging-and-random-forest-ensemble-algorithms-for-machine-learning/","0","0","0"
"decision trees","https://machinelearningmastery.com/use-ensemble-machine-learning-algorithms-weka/","0","0","0"
"risk 5.study","https://en.wikipedia.org/wiki/Ensemble_learning","0","110","42"
"risk 5.study","https://towardsdatascience.com/simple-guide-for-ensemble-learning-methods-d87cc68705a2","0","96","17"
"risk 5.study","https://www.mdpi.com/1911-8074/11/1/12/pdf","0","0","0"
"risk 5.study","https://www.kdnuggets.com/2019/09/ensemble-learning.html","0","54","18"
"risk 5.study","https://www.ncbi.nlm.nih.gov/pubmed/31807099","0","7","10"
"risk 5.study","https://www.researchgate.net/publication/284367758_A_Comparative_Study_of_Ensemble_Methods_for_Studentsapos_Performance_Modeling","0","0","0"
"risk 5.study","https://www.researchgate.net/publication/301534903_Comparison_of_individual_ensemble_and_integrated_ensemble_machine_learning_methods_to_predict_China's_SME_credit_risk_in_supply_chain_finance","0","0","0"
"certain problems","https://bmcbioinformatics.biomedcentral.com/articles/10.1186/1471-2105-5-136","7","63","22"
"certain problems","http://www.d.umn.edu/~rmaclin/cs8751/Notes/Ensemble.ppt","4","43","2"
"certain problems","http://www.scholarpedia.org/article/Ensemble_learning","1","91","9"
"certain problems","https://www.sciencedirect.com/science/article/pii/S2405844018353404","0","0","0"
"certain problems","https://dl.acm.org/citation.cfm?id=3205455.3205638","0","0","0"
"ouy 4.model selection","https://towardsdatascience.com/simple-guide-for-ensemble-learning-methods-d87cc68705a2","0","96","17"
"ouy 4.model selection","https://www.analyticsvidhya.com/blog/2018/06/comprehensive-guide-for-ensemble-models/","0","158","25"
"ouy 4.model selection","https://en.wikipedia.org/wiki/Ensemble_learning","0","110","42"
"ouy 4.model selection","http://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.61.6898&rep=rep1&type=pdf","0","0","0"
"ouy 4.model selection","https://www.toptal.com/machine-learning/ensemble-methods-machine-learning","0","34","25"
"ouy 4.model selection","https://frnsys.com/ai_notes/machine_learning/model_selection.html","0","7","11"
"ouy 4.model selection","https://machinelearningmastery.com/ensemble-machine-learning-algorithms-python-scikit-learn/","0","0","0"
"learning refers","https://www.semanticscholar.org/paper/e2390a7ff3def4d4eb38f471f1b9ec2db7e7f62e?p2df","6","45","1"
"learning refers","http://queirozf.com/entries/a-quick-summary-of-ensemble-learning-strategies","3","19","2"
"learning refers","http://www.scholarpedia.org/article/Ensemble_learning","1","91","9"
"learning refers","https://ieeexplore.ieee.org/document/8553113","0","9","4"
"learning refers","https://link.springer.com/10.1007%2F978-0-387-30164-8_252","0","21","12"
"learning refers","https://www.researchgate.net/publication/261025217_Comparison_among_Methods_of_Ensemble_Learning","0","0","0"
"learning refers","https://machinelearningmastery.com/types-of-learning-in-machine-learning/","0","0","0"
"creates replicas","http://citeseerx.ist.psu.edu/oai2?verb=ListRecords&resumptionToken=10.1.1.1.8654-3766012-6500-oai_dc","1","7","5"
"creates replicas","http://citeseerx.ist.psu.edu/oai2?verb=ListRecords&resumptionToken=10.1.1.148.4675-3766012-420000-oai_dc","1","2","6"
"creates replicas","http://drrajivdesaimd.com/2016/07/19/internet-of-things-iot/","1","1","4"
"creates replicas","https://www.ideals.illinois.edu/bitstream/handle/2142/11351/UIUCDCS-R-2007-2842.pdf?sequence=2","0","0","0"
"creates replicas","https://dl.acm.org/citation.cfm?id=2164699.2164770","0","0","0"
"creates replicas","https://dl.acm.org/citation.cfm?id=2117707","0","0","0"
"decison esemble","https://www.amazon.com/Decision-Ensemble-Optimization-Computational-Intelligence/dp/3319937510","0","21","9"
"decison esemble","https://link.springer.com/chapter/10.1007/3-540-46695-9_23","0","17","4"
"decison esemble","http://digitalcommons.lsu.edu/cgi/viewcontent.cgi?article=4117&context=gradschool_dissertations","0","6","0"
"decison esemble","https://www.groundai.com/project/neural-oblivious-decision-ensembles-for-deep-learning-on-tabular-data/1","0","5","17"
"decison esemble","https://www.datasciencecentral.com/profiles/blogs/random-forests-algorithm","0","7","6"
"decison esemble","http://www.freepatentsonline.com/y2019/0122139.html","0","26","60"
"decison esemble","https://in.mathworks.com/help/stats/classreg.learning.classif.compactclassificationensemble-class.html","0","27","5"
"esemble learning","https://www.kdnuggets.com/2019/01/ensemble-learning-5-main-approaches.html?sa=X&ved=2ahUKEwjikui018bmAhXdxosBHQlzA6YQ9QF6BAgLEAI","0","34","22"
"esemble learning","https://blog.statsbot.co/ensemble-learning-d1dcd548e936","0","91","26"
"esemble learning","https://en.wikipedia.org/wiki/Ensemble_learning","0","110","42"
"esemble learning","https://en.wikipedia.org/wiki/Ensemble_learning#Ensemble_theory","0","110","42"
"esemble learning","https://en.wikipedia.org/wiki/Ensemble_learning#Ensemble_size","0","110","42"
"esemble learning","https://en.wikipedia.org/wiki/Ensemble_learning#Implementations_in_statistics_packages","0","110","42"
"esemble learning","https://en.wikipedia.org/wiki/Ensemble_learning#Ensemble_learning_applications","0","110","42"
"esemble learning","https://towardsdatascience.com/simple-guide-for-ensemble-learning-methods-d87cc68705a2","0","96","17"
"esemble learning","https://towardsdatascience.com/ensemble-methods-bagging-boosting-and-stacking-c9214a10a205","0","120","21"
"esemble learning","http://www.scholarpedia.org/article/Ensemble_learning","0","91","9"
"c2 disagree","https://analyticsindiamag.com/primer-ensemble-learning-bagging-boosting/","3","92","13"
"c2 disagree","https://www.quora.com/Whats-the-difference-between-boosting-and-bagging","2","37","26"
"c2 disagree","https://pt.slideshare.net/OmkarRane15/machine-learning-ensemble-learning","1","158","37"
"c2 disagree","http://www.machineintellegence.com/imbalanced-data-set-for-classification/","1","10","9"
"c2 disagree","http://mockinterview.co/index.php/question/what-is-bagging-boosting-and-stacking-in-machine-learning/","0","0","0"
"c2 disagree","http://thescipub.com/pdf/10.3844/jcssp.2018.654.662","0","0","0"
"essemble learning","https://www.kdnuggets.com/2019/01/ensemble-learning-5-main-approaches.html?sa=X&ved=2ahUKEwjb7NrH18bmAhUlwosBHZaNCrUQ9QF6BAgLEAI","0","34","22"
"essemble learning","https://blog.statsbot.co/ensemble-learning-d1dcd548e936","0","91","26"
"essemble learning","https://en.wikipedia.org/wiki/Ensemble_learning","0","110","42"
"essemble learning","https://en.wikipedia.org/wiki/Ensemble_learning#Ensemble_theory","0","110","42"
"essemble learning","https://en.wikipedia.org/wiki/Ensemble_learning#Ensemble_size","0","110","42"
"essemble learning","https://en.wikipedia.org/wiki/Ensemble_learning#Implementations_in_statistics_packages","0","110","42"
"essemble learning","https://en.wikipedia.org/wiki/Ensemble_learning#Ensemble_learning_applications","0","110","42"
"essemble learning","https://towardsdatascience.com/simple-guide-for-ensemble-learning-methods-d87cc68705a2","0","96","17"
"essemble learning","https://towardsdatascience.com/ensemble-methods-bagging-boosting-and-stacking-c9214a10a205","0","120","21"
"essemble learning","http://www.scholarpedia.org/article/Ensemble_learning","0","91","9"
"random subset 2. c2","https://sebastianraschka.com/faq/docs/bagging-boosting-rf.html","0","0","0"
"random subset 2. c2","https://www.analyticsvidhya.com/blog/2017/02/40-questions-to-ask-a-data-scientist-on-ensemble-modeling-techniques-skilltest-solution/","0","171","27"
"random subset 2. c2","https://link.springer.com/article/10.1007/s11634-015-0227-5","0","47","4"
"random subset 2. c2","https://analyticsindiamag.com/primer-ensemble-learning-bagging-boosting/","0","92","13"
"random subset 2. c2","https://www.researchgate.net/publication/261025217_Comparison_among_Methods_of_Ensemble_Learning","0","0","0"
